policy_id,customer_id,policy_type,add_on_cover,vehicle_model,vehicle_make,vehicle_type,fuel_type,vehicle_year,idv,premium_amount
1135,2080,Comprehensive,Return to Invoice,Kiger,Renault,Compact SUV,Diesel,2019,1898006,49838
1136,640,Own Damage,Engine Protect,Slavia,Skoda,Sedan,Petrol,2014,711417,46955
1137,766,Own Damage,Roadside Assistance,Venue,Hyundai,Compact SUV,Hybrid,2021,586094,46827
1138,356,Third Party,Consumables Cover,Punch,Tata,Compact SUV,Electric,2023,1176993,27361
1139,1751,Comprehensive,No Add-on,WagonR,Maruti Suzuki,Hatchback,Petrol,2015,1532403,24358
1140,2768,Third Party,Zero Depreciation,Magnite,Nissan,Compact SUV,CNG,2015,891890,28010
1141,2761,Comprehensive,Engine Protect,Baleno,Maruti Suzuki,Hatchback,Petrol,2015,1883959,55285
1142,730,Third Party,Roadside Assistance,Creta,Hyundai,Compact SUV,Petrol,2019,1268410,39404
1143,2314,Third Party,No Add-on,Kiger,Renault,Compact SUV,CNG,2023,530872,38660
1144,2328,Own Damage,No Add-on,Harrier,Tata,Compact SUV,Petrol,2016,1035664,30772
1145,1783,Own Damage,Return to Invoice,Seltos,Kia,Compact SUV,Petrol,2020,1889741,7582
1146,727,Own Damage,Engine Protect,Scorpio,Mahindra,SUV,Petrol,2017,1175992,10245
1147,2224,Third Party,Engine Protect,XUV700,Mahindra,SUV,Hybrid,2021,820090,52211
1148,231,Third Party,Roadside Assistance,Seltos,Kia,Compact SUV,Hybrid,2024,1411044,57085
1149,2368,Comprehensive,Return to Invoice,Magnite,Nissan,Compact SUV,Petrol,2021,1893712,9322
1150,1145,Comprehensive,Roadside Assistance,Kushaq,Skoda,Sedan,Petrol,2025,1859100,55995
1151,2736,Comprehensive,No Add-on,Slavia,Skoda,Sedan,Petrol,2023,1117256,16197
1152,2267,Comprehensive,Zero Depreciation,Astor,MG,SUV,CNG,2017,1251364,31822
1153,798,Own Damage,No Add-on,Swift,Maruti Suzuki,Hatchback,Hybrid,2024,568336,48830
1154,1166,Own Damage,Engine Protect,Creta,Hyundai,Compact SUV,Electric,2018,1346367,8133
1155,762,Third Party,Engine Protect,Swift,Maruti Suzuki,Hatchback,Electric,2021,1802946,13519
1156,2796,Third Party,Roadside Assistance,Creta,Hyundai,Compact SUV,CNG,2017,1580494,31206
1157,92,Comprehensive,Zero Depreciation,i20,Hyundai,Compact SUV,Petrol,2019,1977683,8692
1158,2369,Comprehensive,Zero Depreciation,Baleno,Maruti Suzuki,Hatchback,Petrol,2014,1660899,27764
1159,1954,Own Damage,Engine Protect,Scorpio,Mahindra,SUV,Electric,2025,516965,51952
1160,1794,Own Damage,Engine Protect,WagonR,Maruti Suzuki,Hatchback,Electric,2015,564513,16840
1161,1614,Third Party,Roadside Assistance,Baleno,Maruti Suzuki,Hatchback,Diesel,2023,725573,9375
1162,2772,Own Damage,Return to Invoice,Harrier,Tata,Compact SUV,Petrol,2022,980318,24893
1163,1776,Own Damage,Engine Protect,Scorpio,Mahindra,SUV,CNG,2014,1615036,48342
1164,696,Comprehensive,Engine Protect,Punch,Tata,Compact SUV,Petrol,2023,250647,8966
1165,333,Third Party,Zero Depreciation,WagonR,Maruti Suzuki,Hatchback,CNG,2023,286130,22232
1166,1037,Own Damage,No Add-on,Scorpio,Mahindra,SUV,Petrol,2018,1569485,38810
1167,2094,Own Damage,Engine Protect,XUV700,Mahindra,SUV,Hybrid,2014,633402,48874
1168,1573,Third Party,Engine Protect,Seltos,Kia,Compact SUV,Hybrid,2020,1859710,17584
1169,316,Third Party,Roadside Assistance,Scorpio,Mahindra,SUV,Diesel,2025,533913,47576
1170,563,Third Party,Return to Invoice,Venue,Hyundai,Compact SUV,Petrol,2016,1805916,30038
1171,1553,Own Damage,Zero Depreciation,XUV700,Mahindra,SUV,Electric,2016,1056851,47268
1172,1124,Own Damage,Engine Protect,Venue,Hyundai,Compact SUV,Petrol,2021,544241,37756
1173,376,Own Damage,Return to Invoice,Scorpio,Mahindra,SUV,Diesel,2016,220163,43660
1174,288,Comprehensive,Consumables Cover,Magnite,Nissan,Compact SUV,Hybrid,2014,252759,47980
1175,1115,Third Party,Zero Depreciation,Nexon,Tata,Compact SUV,Diesel,2022,930301,10969
1176,1599,Own Damage,Return to Invoice,Amaze,Honda,Sedan,Electric,2017,1776354,19601
1177,1108,Comprehensive,Engine Protect,Safari,Tata,Compact SUV,Hybrid,2022,325984,33440
1178,888,Comprehensive,Consumables Cover,Slavia,Skoda,Sedan,CNG,2025,1783899,49786
1179,1329,Comprehensive,Consumables Cover,XUV700,Mahindra,SUV,Diesel,2018,1945786,22679
1180,1293,Comprehensive,Return to Invoice,Safari,Tata,Compact SUV,Petrol,2016,321775,46069
1181,193,Own Damage,Engine Protect,Harrier,Tata,Compact SUV,Petrol,2017,241424,54296
1182,803,Own Damage,No Add-on,Kushaq,Skoda,Sedan,Petrol,2023,207586,30903
1183,1779,Own Damage,Zero Depreciation,Fortuner,Toyota,MUV,Petrol,2014,1243352,24327
1184,1505,Comprehensive,Roadside Assistance,Slavia,Skoda,Sedan,Petrol,2014,614093,4228
1185,2348,Third Party,Consumables Cover,Nexon,Tata,Compact SUV,Electric,2020,1093015,10205
1186,2159,Third Party,Engine Protect,Venue,Hyundai,Compact SUV,Petrol,2014,1868768,31101
1187,2206,Own Damage,Engine Protect,i20,Hyundai,Compact SUV,Petrol,2017,1653740,14063
1188,571,Own Damage,Consumables Cover,Creta,Hyundai,Compact SUV,CNG,2018,1719840,20809
1189,447,Own Damage,Roadside Assistance,i20,Hyundai,Compact SUV,Petrol,2019,1228081,8630
1190,2153,Own Damage,No Add-on,Punch,Tata,Compact SUV,CNG,2015,718721,6570
1191,178,Comprehensive,Roadside Assistance,Kushaq,Skoda,Sedan,Diesel,2015,1299394,28843
1192,1197,Own Damage,Roadside Assistance,Amaze,Honda,Sedan,Petrol,2019,222535,6579
1193,2049,Own Damage,Consumables Cover,WagonR,Maruti Suzuki,Hatchback,Petrol,2019,1516636,55941
1194,2544,Own Damage,Return to Invoice,Harrier,Tata,Compact SUV,Hybrid,2018,1203827,27159
1195,1378,Own Damage,Zero Depreciation,City,Honda,Sedan,Diesel,2022,502736,42670
1196,2735,Third Party,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,Petrol,2022,830044,29427
1197,82,Third Party,Engine Protect,Safari,Tata,Compact SUV,Hybrid,2014,946915,46842
1198,2048,Own Damage,Roadside Assistance,City,Honda,Sedan,Petrol,2020,1392464,33550
1199,1696,Comprehensive,Consumables Cover,City,Honda,Sedan,Petrol,2016,741813,54945
1200,2542,Comprehensive,Engine Protect,WagonR,Maruti Suzuki,Hatchback,CNG,2022,1175603,33048
1201,2497,Third Party,No Add-on,Punch,Tata,Compact SUV,Hybrid,2014,1123417,24696
1202,698,Comprehensive,Zero Depreciation,Harrier,Tata,Compact SUV,Petrol,2025,1835939,48930
1203,534,Third Party,Return to Invoice,i20,Hyundai,Compact SUV,Diesel,2020,1791177,11736
1204,1451,Third Party,Zero Depreciation,Swift,Maruti Suzuki,Hatchback,Electric,2014,1174546,40913
1205,1046,Own Damage,No Add-on,Harrier,Tata,Compact SUV,Hybrid,2021,1843949,26974
1206,796,Third Party,Roadside Assistance,Harrier,Tata,Compact SUV,Petrol,2019,105768,56619
1207,822,Comprehensive,Return to Invoice,Amaze,Honda,Sedan,Hybrid,2020,1795565,6336
1208,2543,Third Party,Return to Invoice,Sonet,Kia,Compact SUV,Petrol,2024,926640,12200
1209,1627,Third Party,Return to Invoice,Fortuner,Toyota,MUV,Electric,2022,937172,21665
1210,2501,Third Party,Return to Invoice,XUV700,Mahindra,SUV,Diesel,2018,1144240,16773
1211,16,Own Damage,No Add-on,Seltos,Kia,Compact SUV,Petrol,2016,597161,6126
1212,1624,Comprehensive,Roadside Assistance,Baleno,Maruti Suzuki,Hatchback,Petrol,2015,1212660,53109
1213,1110,Comprehensive,Engine Protect,Astor,MG,SUV,Hybrid,2014,1241823,47949
1214,360,Own Damage,Return to Invoice,Swift,Maruti Suzuki,Hatchback,Hybrid,2021,1088097,35137
1215,126,Own Damage,Roadside Assistance,Amaze,Honda,Sedan,Hybrid,2021,649221,30548
1216,2781,Comprehensive,No Add-on,Innova,Toyota,MUV,Petrol,2014,1612966,20553
1217,2123,Third Party,Return to Invoice,Innova,Toyota,MUV,Hybrid,2021,1226605,53095
1218,933,Comprehensive,Consumables Cover,Astor,MG,SUV,Petrol,2019,761521,24947
1219,2358,Third Party,Roadside Assistance,Amaze,Honda,Sedan,Diesel,2025,883228,34047
1220,438,Own Damage,Roadside Assistance,XUV700,Mahindra,SUV,Electric,2014,1085117,53736
1221,1208,Third Party,Engine Protect,Venue,Hyundai,Compact SUV,Electric,2025,665529,44026
1222,816,Third Party,Consumables Cover,WagonR,Maruti Suzuki,Hatchback,CNG,2016,1959415,21195
1223,1282,Third Party,Consumables Cover,Astor,MG,SUV,Hybrid,2018,876850,58724
1224,949,Comprehensive,Engine Protect,Kushaq,Skoda,Sedan,Petrol,2018,1839541,53880
1225,391,Own Damage,Zero Depreciation,Slavia,Skoda,Sedan,Electric,2018,125999,53972
1226,2887,Comprehensive,Return to Invoice,Safari,Tata,Compact SUV,Hybrid,2025,1370626,48353
1227,2089,Comprehensive,Consumables Cover,Punch,Tata,Compact SUV,Electric,2016,262426,32904
1228,2446,Comprehensive,Zero Depreciation,Sonet,Kia,Compact SUV,Petrol,2022,1100726,37248
1229,1239,Own Damage,Zero Depreciation,Slavia,Skoda,Sedan,CNG,2017,1200022,44196
1230,241,Third Party,No Add-on,XUV700,Mahindra,SUV,CNG,2015,1906813,44731
1231,997,Third Party,Roadside Assistance,Punch,Tata,Compact SUV,Petrol,2025,861137,6387
1232,59,Own Damage,Zero Depreciation,i20,Hyundai,Compact SUV,CNG,2025,244745,11627
1233,967,Third Party,Engine Protect,Creta,Hyundai,Compact SUV,Petrol,2019,1699882,28326
1234,2646,Own Damage,Engine Protect,Kushaq,Skoda,Sedan,CNG,2021,743028,26187
1235,1762,Third Party,Roadside Assistance,Fortuner,Toyota,MUV,Petrol,2023,261835,48927
1236,2683,Third Party,Zero Depreciation,Kiger,Renault,Compact SUV,Diesel,2019,1543037,48831
1237,2531,Own Damage,Zero Depreciation,Kushaq,Skoda,Sedan,CNG,2024,703814,37046
1238,2524,Comprehensive,Zero Depreciation,XUV700,Mahindra,SUV,Petrol,2017,534577,40710
1239,866,Comprehensive,Roadside Assistance,Venue,Hyundai,Compact SUV,Hybrid,2019,1675073,54836
1240,899,Third Party,Engine Protect,Safari,Tata,Compact SUV,Petrol,2017,1984495,55832
1241,942,Own Damage,Engine Protect,WagonR,Maruti Suzuki,Hatchback,CNG,2022,1395963,6734
1242,42,Comprehensive,Return to Invoice,Kiger,Renault,Compact SUV,CNG,2022,1082534,38429
1243,1505,Third Party,Roadside Assistance,Nexon,Tata,Compact SUV,Petrol,2024,1616881,54160
1244,1542,Third Party,Return to Invoice,WagonR,Maruti Suzuki,Hatchback,Diesel,2024,309745,47408
1245,1287,Own Damage,Engine Protect,Nexon,Tata,Compact SUV,Electric,2025,914754,44116
1246,598,Third Party,Return to Invoice,Nexon,Tata,Compact SUV,Electric,2022,1717178,41093
1247,556,Comprehensive,Consumables Cover,Baleno,Maruti Suzuki,Hatchback,Petrol,2022,1471781,5044
1248,74,Comprehensive,Return to Invoice,Scorpio,Mahindra,SUV,Electric,2014,1489890,13354
1249,2207,Comprehensive,Zero Depreciation,Magnite,Nissan,Compact SUV,CNG,2014,261017,5894
1250,2279,Third Party,Roadside Assistance,Seltos,Kia,Compact SUV,Electric,2017,903721,35060
1251,1183,Comprehensive,Roadside Assistance,City,Honda,Sedan,Hybrid,2022,1812287,50702
1252,2258,Third Party,Roadside Assistance,Fortuner,Toyota,MUV,CNG,2021,1292946,22514
1253,2738,Own Damage,Consumables Cover,Sonet,Kia,Compact SUV,Electric,2022,1049384,55864
1254,2905,Own Damage,No Add-on,Scorpio,Mahindra,SUV,Diesel,2018,519592,25621
1255,1236,Third Party,Roadside Assistance,Punch,Tata,Compact SUV,Diesel,2016,1663089,11617
1256,869,Comprehensive,Engine Protect,Fortuner,Toyota,MUV,Diesel,2020,649468,39885
1257,1723,Own Damage,Roadside Assistance,Kushaq,Skoda,Sedan,Hybrid,2021,1207847,5126
1258,159,Comprehensive,Consumables Cover,Punch,Tata,Compact SUV,CNG,2025,1787168,40971
1259,2336,Own Damage,No Add-on,Nexon,Tata,Compact SUV,Petrol,2018,1511256,52083
1260,1334,Own Damage,Consumables Cover,Slavia,Skoda,Sedan,Petrol,2017,771183,22036
1261,2248,Comprehensive,Consumables Cover,Nexon,Tata,Compact SUV,Hybrid,2017,368383,30088
1262,2449,Own Damage,Consumables Cover,WagonR,Maruti Suzuki,Hatchback,Diesel,2019,420401,10810
1263,2476,Third Party,No Add-on,Punch,Tata,Compact SUV,Petrol,2015,1121410,30374
1264,174,Own Damage,No Add-on,Kiger,Renault,Compact SUV,CNG,2025,1154138,16544
1265,1196,Third Party,Consumables Cover,WagonR,Maruti Suzuki,Hatchback,CNG,2021,1165953,40979
1266,1145,Comprehensive,Consumables Cover,Astor,MG,SUV,CNG,2017,1586739,28232
1267,2104,Own Damage,Return to Invoice,Magnite,Nissan,Compact SUV,Petrol,2014,1287745,31855
1268,1803,Comprehensive,Return to Invoice,Punch,Tata,Compact SUV,Hybrid,2023,1073348,44928
1269,143,Own Damage,Return to Invoice,Venue,Hyundai,Compact SUV,Hybrid,2015,1044350,17326
1270,692,Own Damage,Return to Invoice,Sonet,Kia,Compact SUV,Diesel,2022,1929377,37084
1271,1395,Third Party,Zero Depreciation,Creta,Hyundai,Compact SUV,Diesel,2023,1006968,55743
1272,775,Own Damage,Zero Depreciation,Baleno,Maruti Suzuki,Hatchback,Electric,2024,1592558,33479
1273,655,Own Damage,Zero Depreciation,Nexon,Tata,Compact SUV,Petrol,2015,1932683,31901
1274,1735,Third Party,No Add-on,Magnite,Nissan,Compact SUV,CNG,2019,471570,37569
1275,803,Third Party,Zero Depreciation,Astor,MG,SUV,Hybrid,2015,1612091,20833
1276,2299,Third Party,Return to Invoice,Sonet,Kia,Compact SUV,Petrol,2020,981026,51927
1277,2862,Comprehensive,No Add-on,Fortuner,Toyota,MUV,CNG,2020,582665,58095
1278,286,Third Party,Roadside Assistance,Scorpio,Mahindra,SUV,CNG,2024,1936137,7030
1279,1799,Third Party,Zero Depreciation,City,Honda,Sedan,Electric,2017,1489911,4991
1280,2622,Third Party,No Add-on,Sonet,Kia,Compact SUV,Hybrid,2019,984415,14174
1281,2492,Third Party,Return to Invoice,Magnite,Nissan,Compact SUV,Diesel,2020,1288851,56949
1282,1534,Comprehensive,Engine Protect,Seltos,Kia,Compact SUV,Petrol,2023,679607,29998
1283,1321,Third Party,Engine Protect,Creta,Hyundai,Compact SUV,Hybrid,2018,1155699,23361
1284,1389,Third Party,Roadside Assistance,Scorpio,Mahindra,SUV,Hybrid,2018,295809,22361
1285,115,Own Damage,Return to Invoice,Sonet,Kia,Compact SUV,Electric,2015,1470067,13383
1286,2029,Comprehensive,Roadside Assistance,Slavia,Skoda,Sedan,Hybrid,2023,290444,46828
1287,2106,Third Party,Roadside Assistance,Punch,Tata,Compact SUV,Petrol,2017,1512202,20668
1288,2510,Own Damage,Roadside Assistance,Nexon,Tata,Compact SUV,CNG,2015,245987,40544
1289,2813,Own Damage,Roadside Assistance,Swift,Maruti Suzuki,Hatchback,CNG,2016,1221043,54031
1290,437,Own Damage,Engine Protect,Nexon,Tata,Compact SUV,Petrol,2018,225581,29547
1291,2138,Own Damage,Roadside Assistance,Baleno,Maruti Suzuki,Hatchback,Petrol,2015,1159971,49324
1292,1850,Comprehensive,Roadside Assistance,Seltos,Kia,Compact SUV,CNG,2020,511756,21677
1293,1945,Comprehensive,Roadside Assistance,XUV700,Mahindra,SUV,Hybrid,2017,527686,11723
1294,2511,Own Damage,Roadside Assistance,Kushaq,Skoda,Sedan,Diesel,2018,187060,44848
1295,2906,Comprehensive,Roadside Assistance,Seltos,Kia,Compact SUV,Petrol,2023,1092746,34210
1296,2,Third Party,Roadside Assistance,Punch,Tata,Compact SUV,Diesel,2019,764254,49572
1297,552,Third Party,Return to Invoice,Amaze,Honda,Sedan,Petrol,2015,413276,53203
1298,973,Comprehensive,No Add-on,Sonet,Kia,Compact SUV,Diesel,2023,590747,28166
1299,2874,Comprehensive,Roadside Assistance,Baleno,Maruti Suzuki,Hatchback,Electric,2014,1605149,17340
1300,191,Comprehensive,Return to Invoice,Swift,Maruti Suzuki,Hatchback,Petrol,2021,1922214,11565
1301,449,Own Damage,Return to Invoice,Astor,MG,SUV,CNG,2025,1720974,32376
1302,833,Comprehensive,Return to Invoice,WagonR,Maruti Suzuki,Hatchback,Electric,2022,370793,54745
1303,733,Comprehensive,Return to Invoice,XUV700,Mahindra,SUV,Hybrid,2016,1096118,17145
1304,632,Own Damage,Engine Protect,Harrier,Tata,Compact SUV,Hybrid,2023,1146815,7990
1305,2371,Third Party,Return to Invoice,Sonet,Kia,Compact SUV,Electric,2015,1525841,22168
1306,929,Own Damage,Engine Protect,Amaze,Honda,Sedan,Petrol,2021,1068769,23684
1307,1330,Own Damage,Return to Invoice,Slavia,Skoda,Sedan,Diesel,2019,313908,13401
1308,1738,Comprehensive,No Add-on,Kushaq,Skoda,Sedan,Electric,2022,299252,53473
1309,1977,Comprehensive,Return to Invoice,Astor,MG,SUV,Petrol,2021,716516,35936
1310,1551,Comprehensive,Zero Depreciation,Swift,Maruti Suzuki,Hatchback,Petrol,2019,345993,50849
1311,1071,Third Party,Roadside Assistance,Slavia,Skoda,Sedan,Diesel,2025,244466,46084
1312,852,Comprehensive,Zero Depreciation,Sonet,Kia,Compact SUV,Petrol,2020,284120,39340
1313,754,Third Party,No Add-on,Seltos,Kia,Compact SUV,Petrol,2017,1900225,31600
1314,1974,Comprehensive,Roadside Assistance,Amaze,Honda,Sedan,CNG,2023,1155230,47944
1315,1960,Own Damage,Zero Depreciation,Kiger,Renault,Compact SUV,Diesel,2024,937471,16553
1316,2607,Own Damage,Consumables Cover,Creta,Hyundai,Compact SUV,Diesel,2022,957460,57628
1317,1037,Comprehensive,Engine Protect,Kushaq,Skoda,Sedan,Petrol,2024,1275363,7256
1318,2939,Third Party,Roadside Assistance,Venue,Hyundai,Compact SUV,Diesel,2021,1230152,7487
1319,876,Third Party,Engine Protect,WagonR,Maruti Suzuki,Hatchback,Diesel,2018,963919,6632
1320,1040,Own Damage,No Add-on,Swift,Maruti Suzuki,Hatchback,Petrol,2014,824504,40582
1321,458,Own Damage,No Add-on,WagonR,Maruti Suzuki,Hatchback,Petrol,2016,350917,24822
1322,2021,Comprehensive,No Add-on,Punch,Tata,Compact SUV,CNG,2014,216859,17425
1323,1823,Comprehensive,Zero Depreciation,Creta,Hyundai,Compact SUV,Petrol,2019,1842512,54926
1324,1786,Comprehensive,Consumables Cover,Magnite,Nissan,Compact SUV,Diesel,2016,1469427,48588
1325,1196,Comprehensive,Engine Protect,Magnite,Nissan,Compact SUV,Diesel,2020,356438,10611
1326,1345,Comprehensive,Zero Depreciation,Astor,MG,SUV,Petrol,2022,893689,34947
1327,853,Comprehensive,Return to Invoice,Creta,Hyundai,Compact SUV,Hybrid,2023,1571345,11094
1328,2694,Own Damage,Consumables Cover,Astor,MG,SUV,Diesel,2024,1327165,7231
1329,1350,Comprehensive,Engine Protect,Safari,Tata,Compact SUV,Electric,2024,527018,48585
1330,1988,Comprehensive,Return to Invoice,Fortuner,Toyota,MUV,Hybrid,2016,195457,16668
1331,2786,Third Party,Roadside Assistance,Seltos,Kia,Compact SUV,CNG,2014,1482571,28109
1332,2511,Own Damage,Engine Protect,Kushaq,Skoda,Sedan,Electric,2024,976097,22028
1333,2638,Third Party,No Add-on,Punch,Tata,Compact SUV,CNG,2025,777121,14859
1334,97,Third Party,Roadside Assistance,City,Honda,Sedan,Hybrid,2023,1404302,8943
1335,1439,Own Damage,No Add-on,Seltos,Kia,Compact SUV,Petrol,2018,1352902,17489
1336,682,Third Party,Engine Protect,Innova,Toyota,MUV,Diesel,2023,921010,45864
1337,597,Comprehensive,Return to Invoice,Nexon,Tata,Compact SUV,Hybrid,2018,1277067,13255
1338,2948,Comprehensive,Roadside Assistance,Venue,Hyundai,Compact SUV,Hybrid,2017,1999824,46715
1339,709,Own Damage,No Add-on,Venue,Hyundai,Compact SUV,CNG,2015,1119932,20505
1340,1525,Third Party,Return to Invoice,Amaze,Honda,Sedan,Petrol,2023,1271148,52711
1341,2109,Comprehensive,Roadside Assistance,Kiger,Renault,Compact SUV,Petrol,2018,1786844,12356
1342,1704,Comprehensive,Zero Depreciation,Sonet,Kia,Compact SUV,Electric,2019,990317,10601
1343,1185,Third Party,Roadside Assistance,City,Honda,Sedan,CNG,2025,705576,3971
1344,1376,Own Damage,Zero Depreciation,WagonR,Maruti Suzuki,Hatchback,Hybrid,2020,1451087,36383
1345,2913,Comprehensive,Consumables Cover,Creta,Hyundai,Compact SUV,CNG,2019,1756683,43037
1346,2741,Third Party,Consumables Cover,City,Honda,Sedan,Electric,2021,846857,10847
1347,987,Own Damage,Return to Invoice,Kiger,Renault,Compact SUV,Electric,2021,1829507,36844
1348,1990,Third Party,Consumables Cover,Nexon,Tata,Compact SUV,CNG,2019,822661,51300
1349,1946,Third Party,Roadside Assistance,Nexon,Tata,Compact SUV,Diesel,2020,1747099,10058
1350,1195,Own Damage,Zero Depreciation,Innova,Toyota,MUV,Diesel,2017,121093,53248
1351,2766,Third Party,Consumables Cover,i20,Hyundai,Compact SUV,Petrol,2023,139784,24956
1352,302,Comprehensive,Roadside Assistance,Magnite,Nissan,Compact SUV,CNG,2016,377214,17827
1353,435,Comprehensive,No Add-on,Swift,Maruti Suzuki,Hatchback,Electric,2024,502802,58432
1354,2921,Comprehensive,Engine Protect,Kiger,Renault,Compact SUV,CNG,2015,161717,36746
1355,272,Third Party,Roadside Assistance,Baleno,Maruti Suzuki,Hatchback,Petrol,2014,379808,23035
1356,2169,Third Party,Return to Invoice,Creta,Hyundai,Compact SUV,CNG,2019,1630261,46849
1357,635,Comprehensive,Return to Invoice,Slavia,Skoda,Sedan,Diesel,2019,1619961,22695
1358,2870,Third Party,Engine Protect,Kushaq,Skoda,Sedan,Petrol,2019,962021,37563
1359,2243,Third Party,Return to Invoice,Amaze,Honda,Sedan,Diesel,2019,187746,42266
1360,2551,Comprehensive,No Add-on,Swift,Maruti Suzuki,Hatchback,Diesel,2020,1616354,29091
1361,1847,Comprehensive,Consumables Cover,Nexon,Tata,Compact SUV,Electric,2021,973775,5816
1362,1856,Third Party,Consumables Cover,i20,Hyundai,Compact SUV,Electric,2024,561117,13332
1363,2005,Own Damage,Consumables Cover,Fortuner,Toyota,MUV,Petrol,2022,1755739,23083
1364,2761,Own Damage,Consumables Cover,Amaze,Honda,Sedan,CNG,2016,969589,14516
1365,2251,Own Damage,No Add-on,Fortuner,Toyota,MUV,Petrol,2025,608589,33631
1366,1167,Own Damage,No Add-on,Innova,Toyota,MUV,Electric,2024,1753101,13533
1367,678,Own Damage,Engine Protect,Venue,Hyundai,Compact SUV,Diesel,2025,1791081,53921
